SerialNumber,IPAddress,DeviceFamily,User,Password,InletConnect,SSHConnect,InletServerIP,InletServerPort,Model,Location
EOND-000148,192.168.0.149,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Castel Maggiore_site|Castel Maggiore_site_building 1|Castel Maggiore_site_building 1_floor 1
EOND-000149,192.168.0.150,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Tlagasana_site|Tlagasana_site_building 1|Tlagasana_site_building 1_floor 1
EOND-000150,192.168.0.151,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Norfolk_site|Norfolk_site_building 1|Norfolk_site_building 1_floor 1
EOND-000151,192.168.0.152,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Salémata_site|Salémata_site_building 1|Salémata_site_building 1_floor 1
EOND-000152,192.168.0.153,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Nagaizumi_site|Nagaizumi_site_building 1|Nagaizumi_site_building 1_floor 1
EOND-000153,192.168.0.154,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Devirammanahalli_site|Devirammanahalli_site_building 1|Devirammanahalli_site_building 1_floor 1
EOND-000154,192.168.0.155,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Podgórze_site|Podgórze_site_building 1|Podgórze_site_building 1_floor 1
EOND-000155,192.168.0.156,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,South Ockendon_site|South Ockendon_site_building 1|South Ockendon_site_building 1_floor 1
EOND-000156,192.168.0.157,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Pulpí_site|Pulpí_site_building 1|Pulpí_site_building 1_floor 1
EOND-000157,192.168.0.158,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Ban Bo Luang_site|Ban Bo Luang_site_building 1|Ban Bo Luang_site_building 1_floor 1
EOND-000158,192.168.0.159,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Angat_site|Angat_site_building 1|Angat_site_building 1_floor 1
EOND-000159,192.168.0.160,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Patāmundai_site|Patāmundai_site_building 1|Patāmundai_site_building 1_floor 1
EOND-000160,192.168.0.161,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Tarmount_site|Tarmount_site_building 1|Tarmount_site_building 1_floor 1
EOND-000161,192.168.0.162,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Mbini_site|Mbini_site_building 1|Mbini_site_building 1_floor 1
EOND-000162,192.168.0.163,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Pontinia_site|Pontinia_site_building 1|Pontinia_site_building 1_floor 1
EOND-000163,192.168.0.164,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Guimba_site|Guimba_site_building 1|Guimba_site_building 1_floor 1
EOND-000164,192.168.0.165,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Hampton_site|Hampton_site_building 1|Hampton_site_building 1_floor 1
EOND-000165,192.168.0.166,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Manduria_site|Manduria_site_building 1|Manduria_site_building 1_floor 1
EOND-000166,192.168.0.167,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Greenbelt_site|Greenbelt_site_building 1|Greenbelt_site_building 1_floor 1
EOND-000167,192.168.0.168,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Kant_site|Kant_site_building 1|Kant_site_building 1_floor 1
EOND-000168,192.168.0.169,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,San Juan del Rio del Centauro del Norte_site|San Juan del Rio del Centauro del Norte_site_building 1|San Juan del Rio del Centauro del Norte_site_building 1_floor 1
EOND-000169,192.168.0.170,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Mitanty_site|Mitanty_site_building 1|Mitanty_site_building 1_floor 1
EOND-000170,192.168.0.171,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Cipanas_site|Cipanas_site_building 1|Cipanas_site_building 1_floor 1
EOND-000171,192.168.0.172,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Capanema_site|Capanema_site_building 1|Capanema_site_building 1_floor 1
EOND-000172,192.168.0.173,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Samrāla_site|Samrāla_site_building 1|Samrāla_site_building 1_floor 1
EOND-000173,192.168.0.174,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Gutalac_site|Gutalac_site_building 1|Gutalac_site_building 1_floor 1
EOND-000174,192.168.0.175,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Tokmak_site|Tokmak_site_building 1|Tokmak_site_building 1_floor 1
EOND-000175,192.168.0.176,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Monteforte Irpino_site|Monteforte Irpino_site_building 1|Monteforte Irpino_site_building 1_floor 1
EOND-000176,192.168.0.177,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Pelsall_site|Pelsall_site_building 1|Pelsall_site_building 1_floor 1
EOND-000177,192.168.0.178,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Sylvania_site|Sylvania_site_building 1|Sylvania_site_building 1_floor 1
EOND-000178,192.168.0.179,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Stowmarket_site|Stowmarket_site_building 1|Stowmarket_site_building 1_floor 1
EOND-000179,192.168.0.180,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Mokolo_site|Mokolo_site_building 1|Mokolo_site_building 1_floor 1
EOND-000180,192.168.0.181,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Guinguinéo_site|Guinguinéo_site_building 1|Guinguinéo_site_building 1_floor 1
EOND-000181,192.168.0.182,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Tijuana_site|Tijuana_site_building 1|Tijuana_site_building 1_floor 1
EOND-000182,192.168.0.183,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Balzers_site|Balzers_site_building 1|Balzers_site_building 1_floor 1
EOND-000183,192.168.0.184,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Baleno_site|Baleno_site_building 1|Baleno_site_building 1_floor 1
EOND-000184,192.168.0.185,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Vilāttikulam_site|Vilāttikulam_site_building 1|Vilāttikulam_site_building 1_floor 1
EOND-000185,192.168.0.186,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Agrínio_site|Agrínio_site_building 1|Agrínio_site_building 1_floor 1
EOND-000186,192.168.0.187,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Luchong_site|Luchong_site_building 1|Luchong_site_building 1_floor 1
EOND-000187,192.168.0.188,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Weymouth_site|Weymouth_site_building 1|Weymouth_site_building 1_floor 1
EOND-000188,192.168.0.189,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Chavasshēri_site|Chavasshēri_site_building 1|Chavasshēri_site_building 1_floor 1
EOND-000189,192.168.0.190,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Niéna_site|Niéna_site_building 1|Niéna_site_building 1_floor 1
EOND-000190,192.168.0.191,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Ban Samo Khae_site|Ban Samo Khae_site_building 1|Ban Samo Khae_site_building 1_floor 1
EOND-000191,192.168.0.192,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Durango_site|Durango_site_building 1|Durango_site_building 1_floor 1
EOND-000192,192.168.0.193,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Marcianise_site|Marcianise_site_building 1|Marcianise_site_building 1_floor 1
EOND-000193,192.168.0.194,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Buba_site|Buba_site_building 1|Buba_site_building 1_floor 1
EOND-000194,192.168.0.195,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Castellanza_site|Castellanza_site_building 1|Castellanza_site_building 1_floor 1
EOND-000195,192.168.0.196,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Turiaçu_site|Turiaçu_site_building 1|Turiaçu_site_building 1_floor 1
EOND-000196,192.168.0.197,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Berea_site|Berea_site_building 1|Berea_site_building 1_floor 1
EOND-000197,192.168.0.198,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Nieuw-Lekkerland_site|Nieuw-Lekkerland_site_building 1|Nieuw-Lekkerland_site_building 1_floor 1
EOND-000198,192.168.0.199,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Abiko_site|Abiko_site_building 1|Abiko_site_building 1_floor 1
EOND-000199,192.168.0.200,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Tāla_site|Tāla_site_building 1|Tāla_site_building 1_floor 1
EOND-000200,192.168.0.201,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Nakao_site|Nakao_site_building 1|Nakao_site_building 1_floor 1
EOND-000201,192.168.0.202,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Pelham_site|Pelham_site_building 1|Pelham_site_building 1_floor 1
EOND-000202,192.168.0.203,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Bacuri_site|Bacuri_site_building 1|Bacuri_site_building 1_floor 1
EOND-000203,192.168.0.204,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Brezno_site|Brezno_site_building 1|Brezno_site_building 1_floor 1
EOND-000204,192.168.0.205,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Gennep_site|Gennep_site_building 1|Gennep_site_building 1_floor 1
EOND-000205,192.168.0.206,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Ixtlahuacán del Río_site|Ixtlahuacán del Río_site_building 1|Ixtlahuacán del Río_site_building 1_floor 1
EOND-000206,192.168.0.207,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Maracanã_site|Maracanã_site_building 1|Maracanã_site_building 1_floor 1
EOND-000207,192.168.0.208,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Attili_site|Attili_site_building 1|Attili_site_building 1_floor 1
EOND-000208,192.168.0.209,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Santa María del Tule_site|Santa María del Tule_site_building 1|Santa María del Tule_site_building 1_floor 1
EOND-000209,192.168.0.210,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Barga_site|Barga_site_building 1|Barga_site_building 1_floor 1
EOND-000210,192.168.0.211,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Cochrane_site|Cochrane_site_building 1|Cochrane_site_building 1_floor 1
EOND-000211,192.168.0.212,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Vrindāvan_site|Vrindāvan_site_building 1|Vrindāvan_site_building 1_floor 1
EOND-000212,192.168.0.213,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Higashiōmi_site|Higashiōmi_site_building 1|Higashiōmi_site_building 1_floor 1
EOND-000213,192.168.0.214,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Ban Pong Yaeng Nai_site|Ban Pong Yaeng Nai_site_building 1|Ban Pong Yaeng Nai_site_building 1_floor 1
EOND-000214,192.168.0.215,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Aḑ Ḑab‘ah_site|Aḑ Ḑab‘ah_site_building 1|Aḑ Ḑab‘ah_site_building 1_floor 1
EOND-000215,192.168.0.216,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Planken_site|Planken_site_building 1|Planken_site_building 1_floor 1
EOND-000216,192.168.0.217,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Mopipi_site|Mopipi_site_building 1|Mopipi_site_building 1_floor 1
EOND-000217,192.168.0.218,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Grave_site|Grave_site_building 1|Grave_site_building 1_floor 1
EOND-000218,192.168.0.219,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Pavullo nel Frignano_site|Pavullo nel Frignano_site_building 1|Pavullo nel Frignano_site_building 1_floor 1
EOND-000219,192.168.0.220,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Wolfratshausen_site|Wolfratshausen_site_building 1|Wolfratshausen_site_building 1_floor 1
EOND-000220,192.168.0.221,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Brownsweg_site|Brownsweg_site_building 1|Brownsweg_site_building 1_floor 1
EOND-000221,192.168.0.222,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Fiume Veneto_site|Fiume Veneto_site_building 1|Fiume Veneto_site_building 1_floor 1
EOND-000222,192.168.0.223,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Kotamobagu_site|Kotamobagu_site_building 1|Kotamobagu_site_building 1_floor 1
EOND-000223,192.168.0.224,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Pikit_site|Pikit_site_building 1|Pikit_site_building 1_floor 1
EOND-000224,192.168.0.225,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Ayr_site|Ayr_site_building 1|Ayr_site_building 1_floor 1
EOND-000225,192.168.0.226,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Beccles_site|Beccles_site_building 1|Beccles_site_building 1_floor 1
EOND-000226,192.168.0.227,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Tiburon_site|Tiburon_site_building 1|Tiburon_site_building 1_floor 1
EOND-000227,192.168.0.228,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Thomassique_site|Thomassique_site_building 1|Thomassique_site_building 1_floor 1
EOND-000228,192.168.0.229,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Quimbaya_site|Quimbaya_site_building 1|Quimbaya_site_building 1_floor 1
EOND-000229,192.168.0.230,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Coroneo_site|Coroneo_site_building 1|Coroneo_site_building 1_floor 1
EOND-000230,192.168.0.231,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,El Idrissia_site|El Idrissia_site_building 1|El Idrissia_site_building 1_floor 1
EOND-000231,192.168.0.232,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Dongxishan_site|Dongxishan_site_building 1|Dongxishan_site_building 1_floor 1
EOND-000232,192.168.0.233,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Yongping_site|Yongping_site_building 1|Yongping_site_building 1_floor 1
EOND-000233,192.168.0.234,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Ksar_site|Ksar_site_building 1|Ksar_site_building 1_floor 1
EOND-000234,192.168.0.235,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Hunucmá_site|Hunucmá_site_building 1|Hunucmá_site_building 1_floor 1
EOND-000235,192.168.0.236,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Qaşr al Qarabūllī_site|Qaşr al Qarabūllī_site_building 1|Qaşr al Qarabūllī_site_building 1_floor 1
EOND-000236,192.168.0.237,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Moka_site|Moka_site_building 1|Moka_site_building 1_floor 1
EOND-000237,192.168.0.238,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,West Perth_site|West Perth_site_building 1|West Perth_site_building 1_floor 1
EOND-000238,192.168.0.239,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Magny-le-Hongre_site|Magny-le-Hongre_site_building 1|Magny-le-Hongre_site_building 1_floor 1
EOND-000239,192.168.0.240,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Kālna_site|Kālna_site_building 1|Kālna_site_building 1_floor 1
EOND-000240,192.168.0.241,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Pindorama_site|Pindorama_site_building 1|Pindorama_site_building 1_floor 1
EOND-000241,192.168.0.242,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Brookside_site|Brookside_site_building 1|Brookside_site_building 1_floor 1
EOND-000242,192.168.0.243,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Yby Yaú_site|Yby Yaú_site_building 1|Yby Yaú_site_building 1_floor 1
EOND-000243,192.168.0.244,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Teroual_site|Teroual_site_building 1|Teroual_site_building 1_floor 1
EOND-000244,192.168.0.245,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Rio das Pedras_site|Rio das Pedras_site_building 1|Rio das Pedras_site_building 1_floor 1
EOND-000245,192.168.0.246,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,San Isidro_site|San Isidro_site_building 1|San Isidro_site_building 1_floor 1
EOND-000246,192.168.0.247,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Logansport_site|Logansport_site_building 1|Logansport_site_building 1_floor 1
EOND-000247,192.168.0.248,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Cesson_site|Cesson_site_building 1|Cesson_site_building 1_floor 1
EOND-000248,192.168.0.249,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,As Sallūm_site|As Sallūm_site_building 1|As Sallūm_site_building 1_floor 1
EOND-000249,192.168.0.250,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Ararica_site|Ararica_site_building 1|Ararica_site_building 1_floor 1
EOND-000250,192.168.0.251,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Owen Sound_site|Owen Sound_site_building 1|Owen Sound_site_building 1_floor 1
EOND-000251,192.168.0.252,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Lengede_site|Lengede_site_building 1|Lengede_site_building 1_floor 1
EOND-000252,192.168.0.253,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Jönköping_site|Jönköping_site_building 1|Jönköping_site_building 1_floor 1
EOND-000253,192.168.0.254,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Francisco Beltrão_site|Francisco Beltrão_site_building 1|Francisco Beltrão_site_building 1_floor 1
EOND-000254,192.168.0.1,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Freiburg im Breisgau_site|Freiburg im Breisgau_site_building 1|Freiburg im Breisgau_site_building 1_floor 1
EOND-000255,192.168.0.2,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Desaguadero_site|Desaguadero_site_building 1|Desaguadero_site_building 1_floor 1
EOND-000256,192.168.0.3,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Piripá_site|Piripá_site_building 1|Piripá_site_building 1_floor 1
EOND-000257,192.168.0.4,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Sušice_site|Sušice_site_building 1|Sušice_site_building 1_floor 1
EOND-000258,192.168.0.5,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Pueblo Viejo_site|Pueblo Viejo_site_building 1|Pueblo Viejo_site_building 1_floor 1
EOND-000259,192.168.0.6,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Douera_site|Douera_site_building 1|Douera_site_building 1_floor 1
EOND-000260,192.168.0.7,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,South Normanton_site|South Normanton_site_building 1|South Normanton_site_building 1_floor 1
EOND-000261,192.168.0.8,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Punjai Puliyampatti_site|Punjai Puliyampatti_site_building 1|Punjai Puliyampatti_site_building 1_floor 1
EOND-000262,192.168.0.9,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Jilotepec_site|Jilotepec_site_building 1|Jilotepec_site_building 1_floor 1
EOND-000263,192.168.0.10,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Palayad_site|Palayad_site_building 1|Palayad_site_building 1_floor 1
EOND-000264,192.168.0.11,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Halfway_site|Halfway_site_building 1|Halfway_site_building 1_floor 1
EOND-000265,192.168.0.12,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Le Teil_site|Le Teil_site_building 1|Le Teil_site_building 1_floor 1
EOND-000266,192.168.0.13,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Fushë-Krujë_site|Fushë-Krujë_site_building 1|Fushë-Krujë_site_building 1_floor 1
EOND-000267,192.168.0.14,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Welzheim_site|Welzheim_site_building 1|Welzheim_site_building 1_floor 1
EOND-000268,192.168.0.15,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Nova Londrina_site|Nova Londrina_site_building 1|Nova Londrina_site_building 1_floor 1
EOND-000269,192.168.0.16,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Pontevedra_site|Pontevedra_site_building 1|Pontevedra_site_building 1_floor 1
EOND-000270,192.168.0.17,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Saidpur_site|Saidpur_site_building 1|Saidpur_site_building 1_floor 1
EOND-000271,192.168.0.18,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Hille_site|Hille_site_building 1|Hille_site_building 1_floor 1
EOND-000272,192.168.0.19,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Kirkop_site|Kirkop_site_building 1|Kirkop_site_building 1_floor 1
EOND-000273,192.168.0.20,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Yedappalli_site|Yedappalli_site_building 1|Yedappalli_site_building 1_floor 1
EOND-000274,192.168.0.21,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Nārāyanpur_site|Nārāyanpur_site_building 1|Nārāyanpur_site_building 1_floor 1
EOND-000275,192.168.0.22,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Antsampanimahazo_site|Antsampanimahazo_site_building 1|Antsampanimahazo_site_building 1_floor 1
EOND-000276,192.168.0.23,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Santa Perpetua de Moguda_site|Santa Perpetua de Moguda_site_building 1|Santa Perpetua de Moguda_site_building 1_floor 1
EOND-000277,192.168.0.24,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Pont-à-Celles_site|Pont-à-Celles_site_building 1|Pont-à-Celles_site_building 1_floor 1
EOND-000278,192.168.0.25,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Kalinagar_site|Kalinagar_site_building 1|Kalinagar_site_building 1_floor 1
EOND-000279,192.168.0.26,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Amalāpuram_site|Amalāpuram_site_building 1|Amalāpuram_site_building 1_floor 1
EOND-000280,192.168.0.27,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Komárno_site|Komárno_site_building 1|Komárno_site_building 1_floor 1
EOND-000281,192.168.0.28,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Santa Cruz do Monte Castelo_site|Santa Cruz do Monte Castelo_site_building 1|Santa Cruz do Monte Castelo_site_building 1_floor 1
EOND-000282,192.168.0.29,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Tokmok_site|Tokmok_site_building 1|Tokmok_site_building 1_floor 1
EOND-000283,192.168.0.30,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Kurman_site|Kurman_site_building 1|Kurman_site_building 1_floor 1
EOND-000284,192.168.0.31,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Bad Hersfeld_site|Bad Hersfeld_site_building 1|Bad Hersfeld_site_building 1_floor 1
EOND-000285,192.168.0.32,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Imdina_site|Imdina_site_building 1|Imdina_site_building 1_floor 1
EOND-000286,192.168.0.33,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Mannamangalam_site|Mannamangalam_site_building 1|Mannamangalam_site_building 1_floor 1
EOND-000287,192.168.0.34,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Selden_site|Selden_site_building 1|Selden_site_building 1_floor 1
EOND-000288,192.168.0.35,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Hohoe_site|Hohoe_site_building 1|Hohoe_site_building 1_floor 1
EOND-000289,192.168.0.36,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Tiorpāra_site|Tiorpāra_site_building 1|Tiorpāra_site_building 1_floor 1
EOND-000290,192.168.0.37,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Saint-Avold_site|Saint-Avold_site_building 1|Saint-Avold_site_building 1_floor 1
EOND-000291,192.168.0.38,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Ceará-Mirim_site|Ceará-Mirim_site_building 1|Ceará-Mirim_site_building 1_floor 1
EOND-000292,192.168.0.39,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Zolotonosha_site|Zolotonosha_site_building 1|Zolotonosha_site_building 1_floor 1
EOND-000293,192.168.0.40,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Vidauban_site|Vidauban_site_building 1|Vidauban_site_building 1_floor 1
EOND-000294,192.168.0.41,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Solāpur_site|Solāpur_site_building 1|Solāpur_site_building 1_floor 1
EOND-000295,192.168.0.42,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Akiruno_site|Akiruno_site_building 1|Akiruno_site_building 1_floor 1
